SampleID,Site,Date,Type_of_Sample,Filter_Y/N,Volume_Filtered_ml,Repetition,Tin_Capsulse_g,Tin_and_Filter_g,Filter_g,Filter_mg,Zooplankton_SIA_ID_Number,Bulk/Species,Sample_Composition,Fish_Photo_ID,Pit_Tag,Fish_Number,End_Fork_Length_mm,End_Weight_g,Cage_No,Type_of_Veg,Amount_(mg) ,Tray_Name,Well_ID,Analysis,Enriched? ,?13CVPDB (‰),Total C (µg),C Comment,?15NAir (‰),Total N (µg),N Comment,Internal ID,Analysis Number,Mass Spec
XSSAC_20_07_16_A,XSSAC,2020-07-16,POC,Y,1500,A,0.1125,0.178,0.0655,65.5,,,,,,,,,,,,2020_11_19_DKCBN,D7,"13C, 15N",No,-27.56170581,328.2138704,,3.958198699,90.3481325,,1756682,502459,Q
BabyMarsh_20_08_17_A,BabyMarsh,2020-08-17,POC,Y,900,A,0.112,0.1717,0.0597,59.7,,,,,,,,,,,,2020_11_19_DKCBN,D8,"13C, 15N",No,-27.93721314,403.6053737,,3.964661295,93.93084437,,1756683,502460,Q
MokUSRR_20_08_17_A,MokUSRR,2020-08-17,POC,Y,1500,A,0.1122,0.1735,0.0613,61.3,,,,,,,,,,,,2020_11_19_DKCBN,E1,"13C, 15N",No,-29.85574434,419.1159477,,4.462479207,64.84125944,,1756684,502461,Q
CosBeach_20_08_17_A,CosBeach,2020-08-17,POC,Y,1250,A,0.1124,0.1744,0.062,62,,,,,,,,,,,,2020_11_19_DKCBN,E2,"13C, 15N",No,-30.52097165,474.6638153,,4.754528232,77.12927873,,1756685,502462,Q
XSSAC_20_08_17_A,XSSAC,2020-08-17,POC,Y,1500,A,0.1121,0.1813,0.0692,69.2,,,,,,,,,,,,2020_11_19_DKCBN,E3,"13C, 15N",No,-27.5437249,420.9513793,,3.027971526,90.04374106,,1756686,502463,Q
BabyMarsh_20_10_07_A,BabyMarsh,2020-10-07,POC,Y,500,A,0.1124,0.1777,0.0653,65.3,,,,,,,,,,,,2020_11_19_DKCBN,E4,"13C, 15N",No,-28.54412006,282.7088163,,4.809327598,45.13116124,,1756687,502464,Q
MokUSRR_20_10_07_A,MokUSRR,2020-10-07,POC,Y,1500,A,0.1125,0.1699,0.0574,57.4,,,,,,,,,,,,2020_11_19_DKCBN,E5,"13C, 15N",No,-25.71002539,193.1779696,,4.668230193,26.45077614,,1756688,502471,Q
CosBeach_20_10_07_A,CosBeach,2020-10-07,POC,Y,600,A,0.1126,0.1704,0.0578,57.8,,,,,,,,,,,,2020_11_19_DKCBN,E6,"13C, 15N",No,-29.54773114,240.5515052,,4.694203789,44.58183805,,1756689,502472,Q
XSSAC_20_10_07_A,XSSAC,2020-10-07,POC,Y,1500,A,0.1116,0.1684,0.0568,56.8,,,,,,,,,,,,2020_11_19_DKCBN,E7,"13C, 15N",No,-27.3295607,242.6214556,,5.786855237,52.87983982,,1756690,502473,Q
BabyMarsh_20_11_06_A,BabyMarsh,2020-11-06,POC,Y,1000,A,0.1128,0.1665,0.0537,53.7,,,,,,,,,,,,2020_11_19_DKCBN,E8,"13C, 15N",No,-28.37210229,253.1727257,,5.772945582,44.1354405,,1756691,502474,Q
MokUSRR_20_11_06_A,MokUSRR,2020-11-06,POC,Y,1500,A,0.1095,0.1674,0.0579,57.9,,,,,,,,,,,,2020_11_19_DKCBN,F1,"13C, 15N",No,-26.48578748,148.457665,,4.268911032,17.63451283,Precision decreases for samples containing less than 20ugN,1756692,502475,Q
CosBeach_20_11_06_A,CosBeach,2020-11-06,POC,Y,1000,A,0.109,0.1708,0.0618,61.8,,,,,,,,,,,,2020_11_19_DKCBN,F2,"13C, 15N",No,-27.95191314,225.6374671,,3.247908242,83.64432858,,1756693,502476,Q
XSSAC_20_11_06_A,XSSAC,2020-11-06,POC,Y,1500,A,0.109,0.1672,0.0582,58.2,,,,,,,,,,,,2020_11_19_DKCBN,F3,"13C, 15N",No,-26.51583224,236.4105479,,5.005186762,56.06275352,,1756694,502477,Q
BabyMarsh_20_12_11_Z,BabyMarsh,2020-12-11,Zooplankton,Y,,,0.1094,0.1727,0.0633,63.3,,,,,,,,,,,,2020_11_19_DKCBN,F4,"13C, 15N",No,-32.5863174,2188.899594,,9.068185074,403.9523325,Contained more nitrogen than largest reference in run,1756695,502478,Q
MokUSRR_20_12_11_Z,MokUSRR,2020-12-11,Zooplankton,Y,,,0.1094,0.1688,0.0594,59.4,,,,,,,,,,,,2020_11_19_DKCBN,F5,"13C, 15N",No,-27.53272618,1164.138057,,3.766928519,214.9866824,,1756696,502479,Q
CosBeach_20_12_11_Z,CosBeach,2020-12-11,Zooplankton,Y,,,0.1091,0.1681,0.059,59,,,,,,,,,,,,2020_11_19_DKCBN,F6,"13C, 15N",No,-30.13383212,641.7337083,,6.764173334,164.3484365,,1756697,502480,Q
XSSAC_20_12_11_Z,XSSAC,2020-12-11,Zooplankton,Y,,,0.1088,0.1687,0.0599,59.9,,,,,,,,,,,,2020_11_19_DKCBN,F7,"13C, 15N",No,-31.82521212,1308.020043,,6.576081606,272.8552076,,1756698,502481,Q
BabyMarsh_20_12_11_A,BabyMarsh,2020-12-11,POC,Y,800,A,0.1108,0.1707,0.0599,59.9,,,,,,,,,,,,2020_11_19_DKCBN,F8,"13C, 15N",No,-28.30196986,285.802835,,4.841504157,42.41792144,,1756699,502482,Q
MokUSRR_20_12_11_A,MokUSRR,2020-12-11,POC,Y,1500,A,0.1106,0.1692,0.0586,58.6,,,,,,,,,,,,2020_12_15_DKCBN,A1,"13C, 15N",No,-26.47821519,196.6895725,,3.679521506,26.92045949,,1756700,502488,Q
CosBeach_20_12_11_A,CosBeach,2020-12-11,POC,Y,1000,A,0.1105,0.1665,0.056,56,,,,,,,,,,,,2020_12_15_DKCBN,A2,"13C, 15N",No,-29.59567678,229.7820865,,5.353271207,40.83695517,,1756701,502489,Q
XSSAC_20_12_11_A,XSSAC,2020-12-11,POC,Y,1500,A,0.1098,0.1705,0.0607,60.7,,,,,,,,,,,,2020_12_15_DKCBN,A3,"13C, 15N",No,-27.50288829,235.3750884,,5.210975239,41.45569101,,1756702,502490,Q
MokUSRR_20_02_10_Z,MokUSRR,2020-02-10,Zooplankton,Y,,,0.11,0.1695,0.0595,59.5,,,,,,,,,,,,2020_12_15_DKCBN,A4,"13C, 15N",No,-25.72765151,2379.524354,,2.531981797,283.6032875,,1756703,502491,Q
MokUSRR_20_03_16_Z,MokUSRR,2020-03-16,Zooplankton,Y,,,0.1103,0.1702,0.0599,59.9,,,,,,,,,,,,2020_12_15_DKCBN,A5,"13C, 15N",No,-27.02975229,2077.211143,,2.825042561,338.7770062,,1756704,502492,Q
